bedrooms,bathrooms,square_meters,price
0.02040816326530612,0.04,0.017915932930097234,0.00014552211532261117
0.12244897959183673,0.2,0.265140494602251,0.09080289516282429
0.061224489795918366,0.04,0.027333282290789372,0.00011991071476472233
0.04081632653061225,0.02,0.0032922440854452196,3.096930555459921e-05
0.12244897959183673,0.04747721715936875,0.21353648265829567,0.02561023919728901
0.08163265306122448,0.04,0.057790368271954676,0.00032014530094458065
0.02040816326530612,0.04,0.02992432221116301,0.00041770145397872097
0.14285714285714285,0.32,0.5017992496746039,0.00782195735526439
0.0,0.02,0.007962636857820995,0.0001222390239063486
0.02040816326530612,0.02,0.011453946864711738,0.00020372984386326766
0.02040816326530612,0.02,0.009493913176632725,0.0001734618250221263
0.04081632653061225,0.04747721715936875,0.014271495291325322,0.00031967963911625543
0.04081632653061225,0.02,0.02992432221116301,0.00011944505293639707
0.02040816326530612,0.04,0.02992432221116301,0.00019907322558001514
0.04081632653061225,0.02,0.02992432221116301,0.0004156059757512573
0.02040816326530612,0.04,0.01179082765485032,0.0002544869831507201
0.04081632653061225,0.04,0.023030395834928413,0.00045285892201727746
0.04081632653061225,0.02,0.001454712502871143,9.150534323688195e-05
0.0,0.02,0.007196998698415129,0.000161820279313995
0.02040816326530612,0.04,0.011392695811959268,0.00027777007456698273
0.04081632653061225,0.04,0.01577214608376081,0.00029686174386648977
0.02040816326530612,0.04,0.01552714187275094,0.0006041990162229844
0.10204081632653061,0.06,0.03992037363142179,0.000511066650557934
0.0,0.02,0.006446673302197382,0.00016177371313116248
0.02040816326530612,0.04,0.016844039506929025,0.0003480850106440958
0.10204081632653061,0.08,0.03016614348059107,0.0007858071292698327
0.0,0.02,0.02992432221116301,0.0001501787336058637
0.22448979591836735,0.04747721715936875,0.08330143174335809,0.0010465777531319738
0.0,0.02,0.02992432221116301,0.00010594085991496476
0.18367346938775508,0.12,0.04480514508843121,0.000604146862098212
0.08163265306122448,0.04,0.03858816323405559,0.00042957583060101485
0.0,0.04,0.008636398438098157,0.0001520413809191647
0.18367346938775508,0.16,0.07365439093484419,0.0006041990162229844
0.08163265306122448,0.08,0.028328611898016994,0.00039371986981997045
0.0,0.02,0.007962636857820995,0.00012875828950290212
0.0,0.02,0.005696347905979634,0.00024470808475588986
0.2040816326530612,0.08,0.04480514508843121,0.000604146862098212
0.0,0.02,0.02992432221116301,0.0001268956421896011
0.0,0.02,0.008957966465048619,0.0005413346693990754
0.10204081632653061,0.1,0.04685705535563893,0.000557167171562134
0.10204081632653061,0.04,0.04322793048005513,0.00032480191922783317
0.14285714285714285,0.08,0.04547890666870837,0.0010000115702994486
0.12244897959183673,0.1,0.034147461909501575,0.0005948857796564793
0.0,0.02,0.02992432221116301,9.192443888237468e-05
0.02040816326530612,0.02,0.02992432221116301,0.0001706678540521748
0.061224489795918366,0.06,0.02084067069902764,0.00032433625739950795
0.04081632653061225,0.04,0.03322869611821454,0.0019779014097824773
0.02040816326530612,0.04,0.02992432221116301,0.0003830096477684897
0.02040816326530612,0.02,0.0092948472551872,0.0001520413809191647
0.02040816326530612,0.04,0.01975346451267131,0.0004128120047813058
0.02040816326530612,0.04,0.02992432221116301,0.00035693258538227555
0.061224489795918366,0.04,0.03531123191179849,0.0005576328333904593
0.02040816326530612,0.02,0.01025955133603859,0.00010151707254587488
0.04081632653061225,0.06,0.0384197228389863,0.0009296966342223355
0.02040816326530612,0.04,0.016384656611285506,0.0015122395814572258
0.02040816326530612,0.04,0.015879335426077636,0.0007671806561368226
0.061224489795918366,0.08,0.0355868616491846,0.0004873178973133461
0.04081632653061225,0.08,0.03322869611821454,0.00046394167353141846
0.04081632653061225,0.08,0.03322869611821454,0.00046394167353141846
0.04081632653061225,0.04,0.026368578209937984,0.0014656733986247005
0.0,0.02,0.02992432221116301,0.0003941855316482957
0.0,0.02,0.00872827501722686,0.0002593764323481353
0.0,0.02,0.009264221728810964,0.0003480850106440958
0.02040816326530612,0.04,0.01223489778730572,0.0008835961132181356
0.02040816326530612,0.04,0.014868693055661896,0.0005809159248067218
0.02040816326530612,0.04,0.014577750555087665,0.0006484368899138833
0.0,0.02,0.02992432221116301,9.10396814085567e-05
0.04081632653061225,0.04,0.017915932930097234,0.00028749681883704064
0.10204081632653061,0.04747721715936875,0.05436030931781641,0.000692209101776457
0.04081632653061225,0.04747721715936875,0.22923206492611592,0.03026685748054153
0.04081632653061225,0.06,0.01811499885154276,0.0007415692555789337
0.04081632653061225,0.04,0.00877421330679121,0.0003038471369531968
0.02040816326530612,0.04,0.013551795421483806,0.000545991287682328
0.16326530612244897,0.04747721715936875,0.03246305795880867,0.0013399447049768825
0.04081632653061225,0.08,0.029400505321185207,0.0003704367784037079
0.04081632653061225,0.04747721715936875,0.02992432221116301,0.0007834788201282064
0.04081632653061225,0.08,0.06526299670775591,0.014434355317482968
0.04081632653061225,0.04747721715936875,0.02992432221116301,0.0011862763016295492
0.04081632653061225,0.04747721715936875,0.02992432221116301,5.42523969708618e-05
0.08163265306122448,0.04,0.02992432221116301,0.0001241016712196496
0.02040816326530612,0.04,0.012786157262077944,0.0007671806561368226
0.02040816326530612,0.04,0.012786157262077944,0.0007671806561368226
0.08163265306122448,0.08,0.047683944567797266,0.006029159316212169
0.04081632653061225,0.04,0.030518337033917774,0.0026763941522703555
0.08163265306122448,0.04,0.02992432221116301,0.0001152540964814698
0.10204081632653061,0.04747721715936875,0.04829645509532196,0.00044121737630914616
0.04081632653061225,0.04,0.013322103973662047,0.0002712508089704292
0.10204081632653061,0.12,0.02992432221116301,0.004073379637246112
0.04081632653061225,0.02,0.016629660822295382,0.00027590742725368175
0.0,0.02,0.006048541459306332,9.895593249008598e-05
0.0,0.02,0.005987290406553863,0.00044121737630914616
0.04081632653061225,0.02,0.020549728198453413,0.00014505645349428592
0.08163265306122448,0.02,0.01179082765485032,0.00018277506158863134
0.02040816326530612,0.04,0.02992432221116301,0.000278235736395308
0.10204081632653061,0.06,0.035066227700788606,0.00036671148377710587
0.02040816326530612,0.04,0.013322103973662047,0.0002498303648674676
0.061224489795918366,0.04,0.02702702702702703,0.0006018707070813581
0.04081632653061225,0.02,0.02992432221116301,0.00011292578733984354
0.12244897959183673,0.06,0.032999004670392774,0.0001851033707302576
0.14285714285714285,0.16,0.18023122272414058,0.02561023919728901
0.0,0.02,0.01179082765485032,0.00012922395133122737
0.04081632653061225,0.04,0.018528443457621925,0.00041746862306455833
0.02040816326530612,0.04,0.017915932930097234,0.0010605476079817314
0.061224489795918366,0.06,0.02992432221116301,0.00030105316598324534
0.10204081632653061,0.08,0.02992432221116301,0.000342962730532518
0.061224489795918366,0.04747721715936875,0.042416354031084916,0.0006950030727464085
0.08163265306122448,0.04,0.05050149299441084,0.001838202861284902
0.02040816326530612,0.02,0.011469259627899856,0.0001501787336058637
0.04081632653061225,0.02,0.02992432221116301,0.0001385367222359041
0.10204081632653061,0.1,0.06875430671464666,0.001253797266736711
0.10204081632653061,0.04747721715936875,0.05708598116530129,0.002234015415361366
0.04081632653061225,0.06,0.017303422402572544,0.0003220079482578817
0.061224489795918366,0.04,0.04005818850011485,0.000319627484991483
0.061224489795918366,0.04,0.026797335579205266,0.0001851033707302576
0.08163265306122448,0.04,0.02992432221116301,0.00015995763200069398
0.061224489795918366,0.04,0.026797335579205266,0.0001851033707302576
0.08163265306122448,0.04,0.02992432221116301,0.00015995763200069398
