bedrooms,bathrooms,car_garage,square_meters,price
0.3333333333333333,0.06666666666666667,0.01020408163265306,0.0005390334200720444,0.21515278359146087
0.2222222222222222,0.06666666666666667,0.01020408163265306,0.0002900179811148291,0.13143574717455003
0.2222222222222222,0.0,0.0,0.0006580407985295087,0.09878610297195478
0.1111111111111111,0.0,0.01020408163265306,0.0005900365822681005,0.08539137714524905
0.3333333333333333,0.0,0.01020408163265306,0.0004050251115569165,0.11469233989116787
0.3333333333333333,0.06666666666666667,0.0,0.0006980432786832782,0.14985349518627042
0.2222222222222222,0.06666666666666667,0.01020408163265306,0.0003250201512493774,0.14608622854750944
0.3333333333333333,0.06666666666666667,0.01020408163265306,0.00040702523556460497,0.1335286730849728
0.3333333333333333,0.06666666666666667,0.020408163265306124,0.0008140504711292099,0.21515278359146087
0.2222222222222222,0.06666666666666667,0.07142857142857142,0.000491030443887521,0.26538300544160737
0.3333333333333333,0.06666666666666667,0.05102040816326531,0.0024771535835221782,0.26119715362076185
0.2222222222222222,0.06666666666666667,0.01020408163265306,0.0003370208952955083,0.1324822101297614
0.2222222222222222,0.06666666666666667,0.01020408163265306,0.00018201128469965135,0.10422771033905401
0.3333333333333333,0.06666666666666667,0.030612244897959183,0.0006430398684718452,0.20259522812892425
0.3333333333333333,0.06666666666666667,0.01020408163265306,0.0005530342881258638,0.204688154039347
0.2222222222222222,0.06666666666666667,0.020408163265306124,0.0006450399924795337,0.26538300544160737
0.3333333333333333,0.06666666666666667,0.01020408163265306,0.0006020373263142314,0.12515696944328172
0.3333333333333333,0.06666666666666667,0.01020408163265306,0.0005070314359490287,0.21724570950188365
0.1111111111111111,0.0,0.020408163265306124,0.0006900427826525244,0.111762243616576
0.2222222222222222,0.06666666666666667,0.020408163265306124,0.0007240448907832285,0.1372959397237338
0.3333333333333333,0.0,0.0,0.0007210447047716958,0.1408539137714525
0.3333333333333333,0.06666666666666667,0.01020408163265306,0.00038902411949540865,0.17329426538300546
0.2222222222222222,0.0,0.0,0.00036002232138392576,0.11469233989116787
0.2222222222222222,0.06666666666666667,0.01020408163265306,0.0003270202752570659,0.19422352448723315
0.2222222222222222,0.0,0.0,0.0004890303198798325,0.2339891167852658
0.4444444444444445,0.06666666666666667,0.01020408163265306,0.0007940492310523252,0.7948932607785684
0.3333333333333333,0.06666666666666667,0.01020408163265306,0.0005390334200720444,0.1544579321892005
0.2222222222222222,0.0,0.020408163265306124,0.00039102424350309715,0.12411050648807034
0.3333333333333333,0.06666666666666667,0.01020408163265306,0.00039802467753000684,0.1845960652992884
0.2222222222222222,0.0,0.01020408163265306,0.0006500403024987548,0.06278777731268315
0.2222222222222222,0.0,0.0,0.0005090315599567172,0.09376308078694015
0.3333333333333333,0.06666666666666667,0.0,0.000747046316871646,0.15027208036835496
0.3333333333333333,0.06666666666666667,0.01020408163265306,0.0004890303198798325,0.11050648807032232
0.3333333333333333,0.13333333333333336,0.05102040816326531,0.0020341261158191805,0.3114273754709083
0.3333333333333333,0.06666666666666667,0.030612244897959183,0.0019671219615616164,0.22980326496442027
0.3333333333333333,0.06666666666666667,0.01020408163265306,0.0006110378843488296,0.14608622854750944
0.2222222222222222,0.0,0.01020408163265306,0.0007360456348293594,0.12515696944328172
0.3333333333333333,0.06666666666666667,0.01020408163265306,0.0004190259796107358,0.3281707827542905
0.3333333333333333,0.06666666666666667,0.01020408163265306,0.0004080252975684492,0.18041021347844288
0.2222222222222222,0.13333333333333336,0.01020408163265306,0.0002930181671263618,0.506069485140226
0.2222222222222222,0.06666666666666667,0.030612244897959183,0.0007200446427678515,0.1481791544579322
0.2222222222222222,0.06666666666666667,0.01020408163265306,0.0005590346601489291,0.17329426538300546
0.4444444444444445,0.06666666666666667,0.01020408163265306,0.0005310329240412905,0.2130598576810381
0.2222222222222222,0.0,0.01020408163265306,0.0009180569195290107,0.13771452490581834
0.2222222222222222,0.06666666666666667,0.01020408163265306,0.00033602083329166405,0.12934282126412727
0.3333333333333333,0.06666666666666667,0.01020408163265306,0.0005800359622296582,0.204688154039347
0.2222222222222222,0.06666666666666667,0.01020408163265306,0.0006190383803795834,0.1544579321892005
0.3333333333333333,0.06666666666666667,0.01020408163265306,0.0004340269096683994,0.11678526580159063
0.2222222222222222,0.0,0.05102040816326531,0.0007130442087409419,0.27375470908329846
0.3333333333333333,0.06666666666666667,0.01020408163265306,0.0007570469369100884,0.2360820426956886
0.2222222222222222,0.06666666666666667,0.01020408163265306,0.0007140442707447861,0.21515278359146087
0.2222222222222222,0.0,0.0,0.000856053075290668,0.3344495604855588
0.3333333333333333,0.06666666666666667,0.01020408163265306,0.00038602393348387596,0.30514859773964004
0.2222222222222222,0.13333333333333336,0.01020408163265306,0.00029701841514173877,0.19631645039765594
0.2222222222222222,0.0,0.0,0.0005580345981450849,0.43909585600669737
0.4444444444444445,0.06666666666666667,0.01020408163265306,0.0007730479289715962,0.22561741314357472
0.3333333333333333,0.06666666666666667,0.020408163265306124,0.0005000310019221191,0.10925073252406867
0.2222222222222222,0.06666666666666667,0.020408163265306124,0.0003110192831955581,0.3553788195897865
0.2222222222222222,0.0,0.01020408163265306,0.0003510217633493276,0.052741732942653836
