bedrooms,bathrooms,car_garage,square_meters,price
0.1,0.125,0.1,0.0004664976190146277,0.15647784632641615
0.1,0.125,0.0,0.0003602654879518907,0.1065619742007852
0.15000000000000002,0.25,0.0,0.00030945881657406,0.15479528883903534
0.15000000000000002,0.25,0.1,0.00021708305043254954,0.08581043185642176
0.15000000000000002,0.125,0.2,0.00027712729842453135,0.16993830622546272
0.1,0.125,0.0,0.0004180003417903348,0.0960179472798654
0.2,0.25,0.0,0.0005658015676167515,0.20089736399326977
0.1,0.125,0.2,0.0005912049033056668,0.1739764441951767
0.05,0.125,0.1,0.0,0.02411665731912507
0.15000000000000002,0.125,0.2,0.0005080667137783075,0.11351654514862591
0.1,0.25,0.1,0.0,0.06898485698261357
0.15000000000000002,0.25,0.2,0.0004942103488570808,0.1418956814357824
0.1,0.25,0.1,0.0,0.07459338194054964
0.1,0.125,0.1,0.0004503318599398634,0.12198541783510938
0.05,0.125,0.1,0.0,0.03993269770050477
0.1,0.125,0.2,0.0005496358085419871,0.13740886146943354
0.15000000000000002,0.25,0.1,0.000260961539349767,0.1250701065619742
0.1,0.125,0.1,0.00031869639318821103,0.12243409983174425
0.15000000000000002,0.125,0.0,0.0004226191300974103,0.0975883342680875
0.1,0.125,0.1,0.00034640912303066416,0.09029725182277061
0.2,0.25,0.2,0.0018013274397594536,0.13965227145260797
0.15000000000000002,0.25,0.2,0.0,0.09141895681435783
0.15000000000000002,0.25,0.2,0.009907300918676995,0.11273135165451487
0.1,0.125,0.1,0.0,0.04655075715086933
0.1,0.25,0.1,0.00028636487503868235,0.11385305664610208
0.1,0.125,0.0,0.00033948094057005085,0.13796971396522714
0.05,0.125,0.1,0.0,0.03825014021312395
0.15000000000000002,0.375,0.1,0.00038335942948726834,0.15283230510375773
0.05,0.125,0.1,0.0,0.04172742568704431
0.1,0.25,0.2,0.00022632062704670058,0.11777902411665733
0.2,0.375,0.1,0.0,0.16343241727425686
0.15000000000000002,0.25,0.2,0.00033948094057005085,0.1351654514862591
0.15000000000000002,0.125,0.1,0.00038797821779434384,0.1351654514862591
0.05,0.125,0.1,0.0,0.04318564217610768
0.1,0.125,0.0,0.0003741218528731173,0.12282669657879977
0.15000000000000002,0.25,0.1,0.00027712729842453135,0.1245092540661806
0.1,0.125,0.0,0.0004203097359438725,0.10403813796971396
0.1,0.125,0.1,0.0003972157944084949,0.1060011217049916
0.15000000000000002,0.25,0.1,0.0006997464285219416,0.08468872686483456
0.15000000000000002,0.25,0.1,0.0,0.07234997195737522
0.15000000000000002,0.25,0.1,0.0,0.07683679192372407
0.1,0.125,0.1,0.000628155209762271,0.05810431856421762
0.15000000000000002,0.25,0.2,0.0005519452026955248,0.06898485698261357
0.1,0.125,0.1,0.0006697243045259507,0.05776780706674145
0.1,0.125,0.1,0.00038797821779434384,0.04655075715086933
0.1,0.125,0.1,0.0014318243751934119,0.071228266965788
0.15000000000000002,0.125,0.2,0.0013787083096620434,0.07851934941110489
0.30000000000000004,0.375,0.2,0.002253968693852855,0.0717891194615816
0.1,0.125,0.1,0.0002540333568891537,0.04094223219293326
0.1,0.125,0.1,0.0003256245756488243,0.04823331463825015
0.1,0.125,0.1,0.00027712729842453135,0.049915872125630964
0.15000000000000002,0.125,0.6000000000000001,0.00245488598521064,0.09085810431856423
0.15000000000000002,0.125,0.1,0.0,0.08076275939427931
0.15000000000000002,0.125,0.1,0.0006119894506875067,0.07481772293886708
0.1,0.125,0.1,0.0004434036774792501,0.039820527201346045
0.15000000000000002,0.25,0.2,0.0013763989155085056,0.07515423443634324
0.15000000000000002,0.25,0.2,0.0003810500353337306,0.06898485698261357
0.15000000000000002,0.125,0.2,0.002242421723085166,0.08356702187324734
0.1,0.125,0.1,0.0003787406411801928,0.04234436343241728
0.15000000000000002,0.25,0.2,0.001517271958874309,0.06561974200785194
0.1,0.125,0.1,0.0014133492219651096,0.06618059450364555
0.15000000000000002,0.25,0.5,0.0014133492219651096,0.10734716769489624
0.15000000000000002,0.125,0.1,0.0017897804689917648,0.09254066180594504
0.25,0.375,0.4,0.0012262882955285511,0.07717330342120023
0.15000000000000002,0.375,0.2,0.0012817137552134574,0.08132361189007292
0.15000000000000002,0.25,0.2,0.0009745643327929352,0.0706674144699944
0.15000000000000002,0.125,0.30000000000000004,0.0014179680102721854,0.07908020190689849
0.1,0.25,0.1,0.00037181245871957953,0.051037577117218166
0.15000000000000002,0.25,0.1,0.000676652486986564,0.08300616937745374
0.15000000000000002,0.125,0.1,0.0013371392148983636,0.06730229949523275
0.15000000000000002,0.125,0.1,0.0014387525576540251,0.08076275939427931
0.1,0.125,0.1,0.0003256245756488243,0.04767246214245653
0.15000000000000002,0.25,0.1,0.0004895915605500053,0.05911385305664611
0.15000000000000002,0.125,0.2,0.0014133492219651096,0.06472237801458217
0.2,0.375,0.2,0.001228597689682089,0.10016825574873808
0.15000000000000002,0.125,0.1,0.0013509955798195901,0.071228266965788
0.2,0.125,0.2,0.0011754816241507204,0.07627593942793046
0.2,0.25,0.30000000000000004,0.0014502995284217139,0.09141895681435783
0.1,0.125,0.0,0.00027712729842453135,0.1334828939988783
0.1,0.125,0.0,0.00036719367041250403,0.15367358384744811
0.15000000000000002,0.25,0.0,0.0004872821663964676,0.31015143017386426
0.15000000000000002,0.25,0.0,0.0002956024516528334,0.19798093101514302
0.1,0.125,0.0,0.0003002212399599089,0.15154234436343242
0.05,0.125,0.0,0.00033948094057005085,0.1149747616376893
0.1,0.125,0.1,0.0003856688236408061,0.16432978126752665
0.2,0.25,0.1,0.0003533373054912774,0.24845765563656758
0.15000000000000002,0.25,0.2,0.0016581450022401124,0.16432978126752665
0.15000000000000002,0.25,0.1,0.00030484002826698447,0.19237240605720696
0.1,0.125,0.1,0.00045956943655401446,0.22826696578799777
0.15000000000000002,0.125,0.1,0.0005842767208450536,0.19237240605720696
0.15000000000000002,0.25,0.1,0.00020784547381839848,0.19237240605720696
0.1,0.125,0.0,0.0005542545968490627,0.1934941110487942
0.15000000000000002,0.25,0.1,0.0004087627651761837,0.2837913628715648
0.25,0.25,0.1,0.0005473264143884493,0.22602355580482333
0.15000000000000002,0.125,0.0,0.00029791184580637116,0.13628715647784634
0.15000000000000002,0.25,0.2,0.0,0.1441390914189568
0.1,0.125,0.0,0.0006651055162188752,0.10263600673022996
0.15000000000000002,0.25,0.1,0.0005265418670066095,0.27930454290521595
0.1,0.125,0.0,0.0003440997288771264,0.13881099270891756
0.1,0.125,0.0,0.0003256245756488243,0.16573191250701066
0.15000000000000002,0.25,0.1,0.0004872821663964676,0.21480650588895123
0.15000000000000002,0.125,0.0,0.0004826633780893921,0.2035894559730791
0.15000000000000002,0.25,0.0,0.00033948094057005085,0.32809871003925967
0.2,0.375,0.1,0.0007551718882068478,0.3045429052159282
0.1,0.125,0.1,0.0,0.06303982052720135
0.1,0.125,0.1,0.00027712729842453135,0.22602355580482333
0.15000000000000002,0.125,0.1,0.0005496358085419871,0.21480650588895123
0.05,0.125,0.0,0.0,0.040100953449242846
0.2,0.25,0.1,0.0007621000706674612,0.5215928210880538
0.1,0.125,0.0,0.0003140776048811355,0.14077397644419518
0.15000000000000002,0.125,0.1,0.0004664976190146277,0.1924845765563657
0.15000000000000002,0.375,0.1,0.0,0.16231071228266966
0.15000000000000002,0.25,0.2,0.0007505530998997723,0.41166573191250705
0.15000000000000002,0.25,0.1,0.0004226191300974103,0.2305103757711722
0.1,0.125,0.1,0.0003741218528731173,0.1867638810992709
0.1,0.125,0.0,0.0001824421381294831,0.10039259674705553
0.15000000000000002,0.25,0.0,0.00035102791133773966,0.21817162086371286
0.15000000000000002,0.25,0.2,0.00033948094057005085,0.1856421761076837
0.15000000000000002,0.375,0.1,0.0,0.3045429052159282
0.05,0.125,0.0,0.00018706092643655864,0.10095344924284913
0.15000000000000002,0.25,0.4,0.00196991321296771,0.21480650588895123
0.15000000000000002,0.25,0.2,0.0004803539839358543,0.1149747616376893
0.15000000000000002,0.25,0.2,0.0009491609971040198,0.15782389231632082
0.2,0.25,0.1,0.0013833270979691189,0.18311833987661247
0.25,0.5,0.4,0.0018682998702120486,0.30902972518227706
0.1,0.125,0.1,0.00020322668551132298,0.04941110487941672
0.1,0.25,0.30000000000000004,0.00035795609379835297,0.08076275939427931
0.1,0.125,0.1,0.0,0.04262478968031408
0.15000000000000002,0.375,0.2,0.0015842443893269041,0.21480650588895123
0.15000000000000002,0.125,0.2,0.0013671613388943546,0.16320807627593945
0.1,0.125,0.1,0.0004226191300974103,0.08244531688166012
0.2,0.25,0.2,0.0013994928570438831,0.1957375210319686
0.2,0.25,0.2,0.0013279016382842126,0.22602355580482333
0.15000000000000002,0.125,0.1,0.00041569094763679697,0.08749298934380259
0.1,0.125,0.1,0.0,0.03421200224340998
0.0,0.125,0.0,0.0,0.06337633202467752
0.1,0.125,0.1,0.0,0.04789680314077398
0.15000000000000002,0.125,0.2,0.002260896876313468,0.12114413909141897
0.2,0.25,0.2,0.0012840231493669951,0.2035894559730791
0.15000000000000002,0.0,0.0,0.0013787083096620434,0.15703869882220978
0.2,0.25,0.30000000000000004,0.0013602331564337411,0.20919798093101516
0.15000000000000002,0.25,0.1,0.0008129067420452919,0.04879416713404375
0.25,0.375,0.30000000000000004,0.0016835483379290278,0.16152551878855861
0.1,0.125,0.2,0.0006743430928330262,0.071228266965788
0.15000000000000002,0.125,0.2,0.0011685534416901071,0.1160964666292765
0.2,0.125,0.4,0.0015126531705672334,0.07795849691531127
0.2,0.375,0.6000000000000001,0.0024410296202894135,0.19012899607403252
0.1,0.125,0.2,0.0007182215817502437,0.061132922041503085
0.1,0.125,0.1,0.00015011061997995446,0.03600673022994952
0.15000000000000002,0.125,0.1,0.0013902552804297321,0.06449803701626473
0.15000000000000002,0.125,0.1,0.0012239789013750134,0.06713404374649468
0.1,0.125,0.1,0.0005196136845459962,0.05552439708356703
0.15000000000000002,0.125,0.4,0.0017943992572988403,0.14021312394840157
0.15000000000000002,0.25,0.2,0.0006466303629905731,0.0802019068984857
0.1,0.125,0.1,0.00029329305749929566,0.04767246214245653
0.2,0.25,0.2,0.0016050289367087439,0.11048794167134045
0.1,0.125,0.2,0.00026558032765684254,0.03813796971396523
0.15000000000000002,0.25,0.2,0.0005311606553136851,0.05832865956253505
0.15000000000000002,0.25,0.2,0.0004549506482469389,0.06954570947840719
0.1,0.125,0.1,0.0,0.0343241727425687
0.1,0.125,0.1,0.0,0.039820527201346045
0.2,0.125,0.2,0.0017204986443856319,0.08524957936062816
0.15000000000000002,0.25,0.2,0.0004872821663964676,0.07380818844643859
0.15000000000000002,0.25,0.1,0.00015934819659410552,0.07234997195737522
0.15000000000000002,0.125,0.4,0.0014433713459611006,0.0616937745372967
0.1,0.125,0.1,0.00038797821779434384,0.06001121704991588
0.1,0.125,0.1,0.0003163869990346733,0.04060572069545709
0.15000000000000002,0.25,0.1,0.00016165759074764327,0.07234997195737522
0.15000000000000002,0.125,0.2,0.0013994928570438831,0.0665171060011217
0.1,0.25,0.1,0.00040414397686910816,0.05552439708356703
0.15000000000000002,0.125,0.2,0.0008383100777342073,0.07033090297251823
0.15000000000000002,0.25,0.2,0.0012332164779891644,0.08468872686483456
0.15000000000000002,0.125,0.2,0.001672001367161339,0.10039259674705553
0.15000000000000002,0.25,0.0,0.0006119894506875067,0.058339876612450936
0.15000000000000002,0.375,0.1,0.0013325204265912881,0.08917554683118341
0.15000000000000002,0.25,0.1,0.000473425801475241,0.05518788558609086
0.2,0.125,0.0,0.0018405871403695956,0.1060011217049916
0.15000000000000002,0.125,0.2,0.0004180003417903348,0.05832865956253505
0.15000000000000002,0.25,0.2,0.0012216695072214756,0.07492989343802581
0.1,0.25,0.1,0.0015588410536379886,0.08659562535053282
0.15000000000000002,0.125,0.1,0.00214542716863658,0.15872125630959058
0.15000000000000002,0.25,0.1,0.00016165759074764327,0.07234997195737522
0.15000000000000002,0.125,0.4,0.0016096477250158194,0.09141895681435783
0.15000000000000002,0.125,0.2,0.0013948740687368076,0.07347167694896242
0.2,0.25,0.30000000000000004,0.001228597689682089,0.09489624228827818
0.1,0.125,0.1,0.0003556466996448152,0.050544026920919805
0.25,0.375,0.6000000000000001,0.0013671613388943546,0.11217049915872127
0.15000000000000002,0.125,0.2,0.0012309070838356266,0.07807066741447
0.15000000000000002,0.125,0.30000000000000004,0.0012794043610599196,0.07459338194054964
0.1,0.125,0.1,0.0001778233498224076,0.037689287717330336
0.15000000000000002,0.125,0.30000000000000004,0.0015126531705672334,0.14806505888951207
0.15000000000000002,0.125,0.2,0.0012332164779891644,0.06707795849691532
0.15000000000000002,0.125,0.30000000000000004,0.001247072842910391,0.06034772854739204
0.15000000000000002,0.25,0.1,0.0,0.071228266965788
0.15000000000000002,0.125,0.1,0.0007574812823603856,0.0564217610768368
0.15000000000000002,0.125,0.30000000000000004,0.001247072842910391,0.07010656197420079
0.15000000000000002,0.125,0.4,0.0012909513318276084,0.0886146943353898
0.15000000000000002,0.125,0.30000000000000004,0.0012794043610599196,0.06898485698261357
0.1,0.125,0.1,0.0005819673266915158,0.0622546270330903
0.2,0.125,0.4,0.0012886419376740706,0.06337633202467752
0.15000000000000002,0.25,0.2,0.00039490640025495715,0.06618059450364555
0.15000000000000002,0.125,0.2,0.0013509955798195901,0.06988222097588334
0.2,0.125,0.4,0.0019652944246606346,0.09871003925967471
0.15000000000000002,0.125,0.30000000000000004,0.0012724761785993064,0.06674144699943915
0.15000000000000002,0.125,0.30000000000000004,0.0013902552804297321,0.07683679192372407
0.15000000000000002,0.125,0.2,0.0017089516736179431,0.09399887829500841
0.2,0.25,0.4,0.0007274591583643947,0.06819966348850252
0.25,0.25,0.2,0.0006373927863764221,0.06001121704991588
0.15000000000000002,0.125,0.1,0.0012262882955285511,0.07218171620863713
0.15000000000000002,0.25,0.1,0.0013625425505872791,0.09489624228827818
0.15000000000000002,0.125,0.4,0.0016512168197794991,0.1012899607403253
0.15000000000000002,0.125,0.2,0.001295570120134684,0.056646102075154234
0.1,0.125,0.2,0.0015957913600945929,0.058889512058328666
0.15000000000000002,0.25,0.30000000000000004,0.0012817137552134574,0.08188446438586652
0.2,0.125,0.2,0.0016350510607047349,0.09927089175546831
0.2,0.125,0.30000000000000004,0.0015426752945632244,0.07571508693213685
0.2,0.375,0.1,0.0005819673266915158,0.08553000560852496
0.2,0.125,0.4,0.0014618464991894026,0.1250701065619742
0.15000000000000002,0.125,0.1,0.0012863325435205329,0.06898485698261357
0.15000000000000002,0.125,0.1,0.00123783526629624,0.060572069545709484
0.1,0.125,0.1,0.0003533373054912774,0.0232192933258553
0.1,0.125,0.1,0.0,0.05765563656758273
0.1,0.125,0.0,0.001988388366196012,0.05215928210880538
0.15000000000000002,0.25,0.2,0.0,0.10207515423443635
0.15000000000000002,0.25,0.2,0.00023324880950731386,0.1256309590577678
0.15000000000000002,0.25,0.2,0.0006835806694471773,0.20796410544026922
0.05,0.125,0.0,0.0,0.037745372966909704
0.15000000000000002,0.125,0.1,0.0005011385313176941,0.20022434099831746
0.1,0.125,0.2,0.0,0.0665171060011217
0.15000000000000002,0.25,0.2,0.0,0.20560852495793608
0.1,0.125,0.1,0.0,0.06449803701626473
0.15000000000000002,0.25,0.1,0.000473425801475241,0.22041503084688727
0.1,0.125,0.2,0.0,0.06898485698261357
0.15000000000000002,0.25,0.2,0.0,0.39708356702187325
0.2,0.25,0.2,0.0036511521567432004,0.32697700504767246
0.4,0.25,0.2,0.0016004101484016684,0.16152551878855861
0.15000000000000002,0.25,0.1,0.004879749846425289,0.07291082445316882
0.1,0.125,0.1,0.0,0.08300616937745374
0.1,0.25,0.2,0.0005681109617702892,0.16836791923724062
