bedrooms,bathrooms,car_garage,sqft_living,price
0.05263157894736842,0.0,0.0,0.0004641892968571382,0.15647784632641615
0.05263157894736842,0.0,,0.00035795692046197225,0.1065619742007852
0.10526315789473684,0.14285714285714285,,0.0003071501317512407,0.15479528883903534
0.10526315789473684,0.14285714285714285,0.0,0.00021477415227718336,0.08581043185642176
0.10526315789473684,0.0,0.1111111111111111,0.0002748185389353206,0.16993830622546272
0.05263157894736842,0.0,,0.0004156919076332581,0.0960179472798654
0.15789473684210525,0.14285714285714285,,0.00056349347479175,0.20089736399326977
0.05263157894736842,0.0,0.1111111111111111,0.0005888968691471157,0.17397644419517666
0.0,0.0,0.0,0.0010138263747277796,0.02411665731912507
0.10526315789473684,0.0,0.1111111111111111,0.0005057584876204641,0.11351654514862591
0.05263157894736842,0.14285714285714285,0.0,0.0010138263747277796,0.06898485698261357
0.10526315789473684,0.14285714285714285,0.1111111111111111,0.0004919020906993555,0.1418956814357824
0.05263157894736842,0.14285714285714285,0.0,0.0010138263747277796,0.07459338194054964
0.05263157894736842,0.0,0.0,0.00044802350044917817,0.12198541783510938
0.0,0.0,0.0,0.0010138263747277796,0.03993269770050477
0.05263157894736842,0.0,0.1111111111111111,0.0005473276783837899,0.13740886146943354
0.10526315789473684,0.14285714285714285,0.0,0.00025865274252736056,0.1250701065619742
0.05263157894736842,0.0,0.0,0.00031638772969864646,0.12243409983174425
0.10526315789473684,0.0,,0.00042031070660696095,0.0975883342680875
0.05263157894736842,0.0,0.0,0.00034410052354086367,0.09029725182277061
0.15789473684210525,0.14285714285714285,0.1111111111111111,0.001799022200257267,0.13965227145260797
0.10526315789473684,0.14285714285714285,0.1111111111111111,0.0010138263747277796,0.09141895681435783
0.10526315789473684,0.14285714285714285,0.1111111111111111,0.009905014399105799,0.11273135165451487
0.05263157894736842,0.0,0.0,0.0010138263747277796,0.046550757150869315
0.05263157894736842,0.14285714285714285,0.0,0.0002840561368827264,0.11385305664610208
0.05263157894736842,0.0,,0.00033717232508030935,0.13796971396522714
0.0,0.0,0.0,0.0010138263747277796,0.03825014021312395
0.10526315789473684,0.2857142857142857,0.0,0.0003810509153304866,0.15283230510375773
0.0,0.0,0.0,0.0010138263747277796,0.04172742568704431
0.05263157894736842,0.14285714285714285,0.1111111111111111,0.0002240117502245891,0.11777902411665733
0.15789473684210525,0.2857142857142857,0.0,0.0010138263747277796,0.16343241727425686
0.10526315789473684,0.14285714285714285,0.1111111111111111,0.00033717232508030935,0.1351654514862591
0.10526315789473684,0.0,0.0,0.00038566971430418947,0.1351654514862591
0.0,0.0,0.0,0.0010138263747277796,0.04318564217610768
0.05263157894736842,0.0,,0.00037181331738308083,0.12282669657879977
0.10526315789473684,0.14285714285714285,0.0,0.0002748185389353206,0.1245092540661806
0.05263157894736842,0.0,,0.00041800130712010955,0.10403813796971396
0.05263157894736842,0.0,0.0,0.0003949073122515952,0.1060011217049916
0.10526315789473684,0.14285714285714285,0.0,0.0006974386450291331,0.08468872686483456
0.10526315789473684,0.14285714285714285,0.0,0.0010138263747277796,0.07234997195737522
0.10526315789473684,0.14285714285714285,0.0,0.0010138263747277796,0.07683679192372407
0.05263157894736842,0.0,0.0,0.0006258472609367387,0.05810431856421762
0.10526315789473684,0.14285714285714285,0.1111111111111111,0.0005496370778706413,0.06898485698261357
0.05263157894736842,0.0,0.0,0.0006674164517000645,0.05776780706674145
0.05263157894736842,0.0,0.0,0.00038566971430418947,0.046550757150869315
0.05263157894736842,0.0,0.0,0.0014295182823610376,0.071228266965788
0.10526315789473684,0.0,0.1111111111111111,0.0013764020941634547,0.07851934941110489
0.2631578947368421,0.2857142857142857,0.1111111111111111,0.0022516644996801484,0.0717891194615816
0.05263157894736842,0.0,0.0,0.0002517245440668063,0.04094223219293326
0.05263157894736842,0.0,0.0,0.0003233159281592007,0.04823331463825015
0.05263157894736842,0.0,0.0,0.0002748185389353206,0.049915872125630964
0.10526315789473684,0.0,0.5555555555555556,0.002452582255036223,0.09085810431856423
0.10526315789473684,0.0,0.0,0.0010138263747277796,0.08076275939427931
0.10526315789473684,0.0,0.0,0.0006096814645287787,0.07481772293886708
0.05263157894736842,0.0,0.0,0.0004410953019886239,0.039820527201346045
0.10526315789473684,0.14285714285714285,0.1111111111111111,0.0013740926946766033,0.07515423443634324
0.10526315789473684,0.14285714285714285,0.1111111111111111,0.00037874151584363515,0.06898485698261357
0.10526315789473684,0.0,0.1111111111111111,0.002240117502245891,0.08356702187324734
0.05263157894736842,0.0,0.0,0.00037643211635678375,0.04234436343241728
0.10526315789473684,0.14285714285714285,0.1111111111111111,0.0015149660633745408,0.06561974200785194
0.05263157894736842,0.0,0.0,0.0014110430864662262,0.06618059450364555
0.10526315789473684,0.14285714285714285,0.4444444444444445,0.0014110430864662262,0.10734716769489624
0.10526315789473684,0.0,0.0,0.0017874752028230099,0.09254066180594504
0.21052631578947367,0.2857142857142857,0.3333333333333333,0.0012239817280312601,0.07717330342120023
0.10526315789473684,0.2857142857142857,0.1111111111111111,0.0012794073157156945,0.08132361189007291
0.10526315789473684,0.14285714285714285,0.1111111111111111,0.0009722571839644537,0.07066741446999439
0.10526315789473684,0.0,0.2222222222222222,0.0014156618854399292,0.07908020190689849
0.05263157894736842,0.14285714285714285,0.0,0.00036950391789622943,0.051037577117218166
0.10526315789473684,0.14285714285714285,0.0,0.0006743446501606188,0.08300616937745374
0.10526315789473684,0.0,0.0,0.001334832903400129,0.06730229949523275
0.10526315789473684,0.0,0.0,0.001436446480821592,0.08076275939427931
0.05263157894736842,0.0,0.0,0.0003233159281592007,0.04767246214245653
0.10526315789473684,0.14285714285714285,0.0,0.0004872832917256525,0.05911385305664611
0.10526315789473684,0.0,0.1111111111111111,0.0014110430864662262,0.06472237801458217
0.15789473684210525,0.2857142857142857,0.1111111111111111,0.0012262911275181115,0.10016825574873808
0.10526315789473684,0.0,0.0,0.0013486893003212374,0.071228266965788
0.15789473684210525,0.0,0.1111111111111111,0.0011731749393205286,0.07627593942793046
0.15789473684210525,0.14285714285714285,0.2222222222222222,0.0014479934782558493,0.09141895681435783
0.05263157894736842,0.0,,0.0002748185389353206,0.1334828939988783
0.05263157894736842,0.0,,0.00036488511892252657,0.15367358384744811
0.10526315789473684,0.14285714285714285,,0.0004849738922388011,0.31015143017386426
0.10526315789473684,0.14285714285714285,,0.0002932937348301321,0.19798093101514302
0.05263157894736842,0.0,,0.00029791253380383496,0.15154234436343242
0.0,0.0,,0.00033717232508030935,0.11497476163768929
0.05263157894736842,0.0,0.0,0.000383360314817338,0.16432978126752665
0.15789473684210525,0.14285714285714285,0.0,0.00035102872200141794,0.24845765563656758
0.10526315789473684,0.14285714285714285,0.1111111111111111,0.0016558394320724782,0.16432978126752665
0.10526315789473684,0.14285714285714285,0.0,0.0003025313327775378,0.19237240605720696
0.05263157894736842,0.0,0.0,0.0004572610983965839,0.22826696578799777
0.10526315789473684,0.0,0.0,0.0005819686706865614,0.19237240605720696
0.10526315789473684,0.14285714285714285,0.0,0.00020553655432977764,0.19237240605720696
0.05263157894736842,0.0,,0.0005519464773574927,0.19349411104879416
0.10526315789473684,0.14285714285714285,0.0,0.00040645430968585237,0.28379136287156476
0.21052631578947367,0.14285714285714285,0.0,0.0005450182788969385,0.22602355580482333
0.10526315789473684,0.0,,0.00029560313431698356,0.13628715647784634
0.10526315789473684,0.14285714285714285,0.1111111111111111,0.0010138263747277796,0.1441390914189568
0.05263157894736842,0.0,,0.0006627976527263616,0.10263600673022995
0.10526315789473684,0.14285714285714285,0.0,0.0005242336835152756,0.27930454290521595
0.05263157894736842,0.0,,0.0003417911240540122,0.13881099270891756
0.05263157894736842,0.0,,0.0003233159281592007,0.16573191250701066
0.10526315789473684,0.14285714285714285,0.0,0.0004849738922388011,0.2148065058889512
0.10526315789473684,0.0,,0.00048035509326509824,0.2035894559730791
0.10526315789473684,0.14285714285714285,,0.00033717232508030935,0.32809871003925967
0.15789473684210525,0.2857142857142857,0.0,0.0007528642327135675,0.3045429052159282
0.05263157894736842,0.0,0.0,0.0010138263747277796,0.06303982052720135
0.05263157894736842,0.0,0.0,0.0002748185389353206,0.22602355580482333
0.10526315789473684,0.0,0.0,0.0005473276783837899,0.2148065058889512
0.0,0.0,,0.0010138263747277796,0.040100953449242846
0.15789473684210525,0.14285714285714285,0.0,0.0007597924311741218,0.5215928210880538
0.05263157894736842,0.0,,0.0003117689307249436,0.14077397644419518
0.10526315789473684,0.0,0.0,0.0004641892968571382,0.1924845765563657
0.10526315789473684,0.2857142857142857,0.0,0.0010138263747277796,0.16231071228266966
0.10526315789473684,0.14285714285714285,0.1111111111111111,0.0007482454337398647,0.411665731912507
0.10526315789473684,0.14285714285714285,0.0,0.00042031070660696095,0.2305103757711722
0.05263157894736842,0.0,0.0,0.00037181331738308083,0.1867638810992709
0.05263157894736842,0.0,,0.00018013315997441186,0.10039259674705553
0.10526315789473684,0.14285714285714285,,0.00034871932251456653,0.21817162086371286
0.10526315789473684,0.14285714285714285,0.1111111111111111,0.00033717232508030935,0.1856421761076837
0.10526315789473684,0.2857142857142857,0.0,0.0010138263747277796,0.3045429052159282
0.0,0.0,,0.00018475195894811472,0.10095344924284913
0.10526315789473684,0.14285714285714285,0.3333333333333333,0.001967608362797422,0.2148065058889512
0.10526315789473684,0.14285714285714285,0.1111111111111111,0.00047804569377824684,0.11497476163768929
0.10526315789473684,0.14285714285714285,0.1111111111111111,0.000946853789609088,0.15782389231632082
0.15789473684210525,0.14285714285714285,0.0,0.0013810208931371575,0.18311833987661247
0.21052631578947367,0.42857142857142855,0.3333333333333333,0.0018659947853759587,0.30902972518227706
0.05263157894736842,0.0,0.0,0.00020091775535607475,0.04941110487941672
0.05263157894736842,0.14285714285714285,0.2222222222222222,0.0003556475209751208,0.08076275939427931
0.05263157894736842,0.0,0.0,0.0010138263747277796,0.04262478968031408
0.10526315789473684,0.2857142857142857,0.1111111111111111,0.0015819386484932324,0.2148065058889512
0.10526315789473684,0.0,0.1111111111111111,0.0013648550967291975,0.16320807627593945
0.05263157894736842,0.0,0.0,0.00042031070660696095,0.08244531688166012
0.15789473684210525,0.14285714285714285,0.1111111111111111,0.0013971866895451175,0.1957375210319686
0.15789473684210525,0.14285714285714285,0.1111111111111111,0.0013255953054527232,0.22602355580482333
0.10526315789473684,0.0,0.0,0.0004133825081464067,0.08749298934380259
0.05263157894736842,0.0,0.0,0.0010138263747277796,0.03421200224340998
,0.0,,0.0010138263747277796,0.06337633202467752
0.05263157894736842,0.0,0.0,0.0010138263747277796,0.04789680314077398
0.10526315789473684,0.0,0.1111111111111111,0.0022585926981407026,0.12114413909141897
